block_1_average_length	block_1_block	block_1_max_length	block_1_min_length	block_1_null_count	block_1_top_1_percent	block_1_top_1_value	block_1_top_2_percent	block_1_top_2_value	block_1_top_3_percent	block_1_top_3_value	block_1_unique_count	block_1_zero_count	block_2_average_length	block_2_block	block_2_max_length	block_2_min_length	block_2_null_count	block_2_top_1_percent	block_2_top_1_value	block_2_top_2_percent	block_2_top_2_value	block_2_top_3_percent	block_2_top_3_value	block_2_unique_count	block_2_zero_count	block_3_average_length	block_3_block	block_3_max_length	block_3_min_length	block_3_null_count	block_3_top_1_percent	block_3_top_1_value	block_3_top_2_percent	block_3_top_2_value	block_3_top_3_percent	block_3_top_3_value	block_3_unique_count	block_3_zero_count	col_average_length	col_id	col_max_length	col_min_length	col_null_count	col_top_1_percent	col_top_1_value	col_top_2_percent	col_top_2_value	col_top_3_percent	col_top_3_value	col_unique_count	col_zero_count
4.000000	...................	4	4	0	80.169231	.wmv	16.200000	.MP3	3.630769	.JPG	3	0	4.000000	...................	4	4	0	80.169231	.wmv	16.200000	.MP3	3.630769	.JPG	3	0	4.000000	...................	4	4	0	80.169231	.wmv	16.200000	.MP3	3.630769	.JPG	3	0	4.000000	/Generico_4/40_extencion	5	4	76864	67.139572	.wmv	26.610348	.MP3	3.337682	d.JPG	4	0
12.000000	...................	19	5	0	51.601538	TELEVISION NACIONAL	28.567692	CABLE	16.200000	RADIO	4	0	12.000000	...................	19	5	0	51.601538	TELEVISION NACIONAL	28.567692	CABLE	16.200000	RADIO	4	0	12.000000	...................	19	5	0	51.601538	TELEVISION NACIONAL	28.567692	CABLE	16.200000	RADIO	4	0	11.000000	/Generico_4/25_Medio	19	5	0	45.547277	TELEVISION NACIONAL	26.609690	RADIO	21.591901	CABLE	7	0
15.000000	...................	40	5	0	49.198462	COMUNICACIONES	9.990769	ENTRETENIMIENTO	8.544615	HOGAR Y ALIMENTACION	20	0	15.000000	...................	40	5	0	49.198462	COMUNICACIONES	9.990769	ENTRETENIMIENTO	8.544615	HOGAR Y ALIMENTACION	20	0	15.000000	...................	40	5	0	49.198462	COMUNICACIONES	9.990769	ENTRETENIMIENTO	8.544615	HOGAR Y ALIMENTACION	20	0	15.000000	/Generico_4/34_Sector	40	5	0	39.647897	COMUNICACIONES	17.821937	HOGAR Y ALIMENTACION	9.669100	SALUD	20	0
8.000000	...................	15	3	0	12.318462	CANAL 7	11.220000	CANAL 13	10.658462	CANAL 3	52	0	8.000000	...................	15	3	0	12.318462	CANAL 7	11.220000	CANAL 13	10.658462	CANAL 3	52	0	8.000000	......x............	15	3	0	12.318462	CANAL 7	11.220000	CANAL 13	10.658462	CANAL 3	52	0	9.000000	/Generico_4/39_Vehiculo	23	2	0	10.165832	CANAL 7	9.183273	CANAL 13	8.453694	CANAL 3	174	0
44.000000	xxx.xxxxxx.........	85	3	0	4.729231	CANAL XEW.	4.144615	TERMINA PROGRAMA	3.816923	INICIA PROGRAMA.	3081	0	44.000000	x..................	85	3	0	4.729231	CANAL XEW.	4.144615	TERMINA PROGRAMA	3.816923	INICIA PROGRAMA.	3081	0	44.000000	.....x.....x....xx.	85	3	0	4.729231	CANAL XEW.	4.144615	TERMINA PROGRAMA	3.816923	INICIA PROGRAMA.	3081	0	50.000000	/Generico_4/31_PrimeraLinea	90	1	12	2.814095	TERMINA PROGRAMA	2.529535	INICIA PROGRAMA.	2.064665	CANAL XEW.	382112	0
68.000000	....xxxxxxx.......x	73	46	0	4.729231	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA//DISCO/33017.wmv	3.669231	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/6946.wmv	2.933846	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/36088.wmv	4695	0	68.000000	xxxxx....xx....xx..	73	65	0	4.729231	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA//DISCO/33017.wmv	3.669231	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/6946.wmv	2.933846	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/36088.wmv	4695	0	68.000000	..x.xxxx.x.xx.x....	73	65	0	4.729231	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA//DISCO/33017.wmv	3.669231	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/6946.wmv	2.933846	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/36088.wmv	4695	0	69.000000	/Generico_4/10_Concatenar 2	77	44	76864	2.053225	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA//DISCO/33017.wmv	1.687569	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/13696.wmv	1.687294	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/10555.wmv	1655663	0
2.000000	...................	2	2	0	51.601538	TV	28.567692	CB	16.200000	RD	4	0	2.000000	...................	2	2	0	51.601538	TV	28.567692	CB	16.200000	RD	4	0	2.000000	...................	2	2	0	51.601538	TV	28.567692	CB	16.200000	RD	4	0	1.000000	/Generico_4/41_medio2	2	2	854340	47.125267	TV	27.529382	RD	22.333085	CB	5	0
0.000000	NNNNNNNNNNNNNNNNNNN	1	0	62640	76.016949	M	23.983051	P			2	0	0.000000	NNNNNNNNNNNNNNNNNNN	1	0	62640	76.016949	M	23.983051	P			2	0	0.000000	NNNNNNNNNNNNNNNNNNN	1	0	62640	76.016949	M	23.983051	P			2	0	0.000000	/Generico_4/37_Unidad	1	0	22713901	78.541073	M	21.458927	P			2	0
23.000000	...................	39	6	0	45.809231	RADIO Y TELE TRANSMISIONES	5.667692	PRODUCTOS FARMACEUTICOS	4.078462	ORGANISMOS DEL ESTADO	78	0	23.000000	......x....x.....x.	39	6	0	45.809231	RADIO Y TELE TRANSMISIONES	5.667692	PRODUCTOS FARMACEUTICOS	4.078462	ORGANISMOS DEL ESTADO	78	0	23.000000	...................	39	6	0	45.809231	RADIO Y TELE TRANSMISIONES	5.667692	PRODUCTOS FARMACEUTICOS	4.078462	ORGANISMOS DEL ESTADO	78	0	23.000000	/Generico_4/36_Subsector	41	6	0	33.102584	RADIO Y TELE TRANSMISIONES	6.669960	PRODUCTOS FARMACEUTICOS	5.209085	CUIDADO PERSONAL	134	0
50.000000	xx..x..x...x.xx...x	52	18	0	4.729231	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	3.321538	http://204.51.113.172/videosgt/TV/DISCO/6946.wmv	2.686154	http://204.51.113.172/videosgt/CB/DISCO/33169.wmv	4526	0	50.000000	..x....x.x......xxx	52	18	0	4.729231	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	3.321538	http://204.51.113.172/videosgt/TV/DISCO/6946.wmv	2.686154	http://204.51.113.172/videosgt/CB/DISCO/33169.wmv	4526	0	50.000000	...................	52	18	0	4.729231	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	3.321538	http://204.51.113.172/videosgt/TV/DISCO/6946.wmv	2.686154	http://204.51.113.172/videosgt/CB/DISCO/33169.wmv	4526	0	52.000000	/Generico_3/38_VER ANUNCIO	77	15	76864	2.053225	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	1.687569	http://204.51.113.172/videosgt/TV/DISCO/13696.wmv	1.687294	http://204.51.113.172/videosgt/TV/DISCO/10555.wmv	1655670	0
0.000000	NNNNNNNNNNNNNNNNNNN	15	0	64333	61.319340	Prensa Libre	22.638681	Nuestro Diario	12.143928	Siglo Veintiuno	5	0	0.000000	NNNNNNNNNNNNNNNNNNN	15	0	64333	61.319340	Prensa Libre	22.638681	Nuestro Diario	12.143928	Siglo Veintiuno	5	0	0.000000	NNNNNNNNNNNNNNNNNNN	15	0	64333	61.319340	Prensa Libre	22.638681	Nuestro Diario	12.143928	Siglo Veintiuno	5	0	0.000000	/Generico_3/6_Circulacion	21	0	22153830	18.948550	OESTE	17.908700	ESTE	15.567553	Prensa Libre	41	0
9.000000	x..................	37	2	0	9.580000	--	4.729231	XEW	3.987692	GUATEVISION	1050	0	9.000000	.x.....x.x.x.xxx.xx	37	2	0	9.580000	--	4.729231	XEW	3.987692	GUATEVISION	1050	0	9.000000	x....xx..x......x..	37	2	0	9.580000	--	4.729231	XEW	3.987692	GUATEVISION	1050	0	10.000000	/Generico_3/1_Anunciante	37	2	10	6.004053	--	2.294081	GUATEVISION	2.064836	XEW	29051	0
14.000000	xxxxx.xx.xxxxxxxxx.	42	3	0	5.900000	FRANJA MUSICAL	5.498462	CORTE	2.455385	PELICULA	636	0	14.000000	.x.x.xxx.x.x.x.x.x.	42	3	0	5.900000	FRANJA MUSICAL	5.498462	CORTE	2.455385	PELICULA	636	0	14.000000	.x.......x.....xx..	42	3	0	5.900000	FRANJA MUSICAL	5.498462	CORTE	2.455385	PELICULA	636	0	19.000000	/Generico_3/35_Soporte	84	2	2	4.888392	CORTE	1.406527	FRANJA MUSICAL GUA	1.110296	NOTI7 MATUTINO	41453	0
22.000000	.....xxxxx..xx..xxx	46	3	0	38.835385	PROGRAMAS TELEVISIVOS	2.949231	RADIOEMISORAS	2.670769	ANTIGRIPALES	279	0	22.000000	xx.........x.......	46	3	0	38.835385	PROGRAMAS TELEVISIVOS	2.949231	RADIOEMISORAS	2.670769	ANTIGRIPALES	279	0	22.000000	..x................	46	3	0	38.835385	PROGRAMAS TELEVISIVOS	2.949231	RADIOEMISORAS	2.670769	ANTIGRIPALES	279	0	22.000000	/Generico_3/5_Categoria	47	3	0	25.296128	PROGRAMAS TELEVISIVOS	3.339692	CANALES DE TELEVISION	3.278796	RADIOEMISORAS	512	0
9.000000	...................	25	18	33324	32.040030	Early: 12:00 A 18:00	30.853012	Day: 06:00 A 12:00	24.646420	Prime: 18:00 A 22:30	5	0	9.000000	NNNNNNNNNNNNNNNNNNN	25	0	33324	32.040030	Early: 12:00 A 18:00	30.853012	Day: 06:00 A 12:00	24.646420	Prime: 18:00 A 22:30	5	0	9.000000	NNNNNNNNNNNNNNNNNNN	25	0	33324	32.040030	Early: 12:00 A 18:00	30.853012	Day: 06:00 A 12:00	24.646420	Prime: 18:00 A 22:30	5	0	9.000000	/Generico_3/18_Franja	25	0	12208573	32.667321	Early: 12:00 A 18:00	28.225892	Day: 06:00 A 12:00	26.727392	Prime: 18:00 A 22:30	5	0
51.000000	...................	54	50	0	48.732308	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA	28.487692	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/	19.453846	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/RADIO_GUA/	4	0	51.000000	...................	54	50	0	48.732308	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA	28.487692	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/	19.453846	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/RADIO_GUA/	4	0	51.000000	...................	54	50	0	48.732308	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA	28.487692	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/	19.453846	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/RADIO_GUA/	4	0	51.000000	/Generico_3/43_www2	57	31	76864	45.343312	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA	26.519975	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/RADIO_GUA/	21.498095	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/	7	0
18.000000	.x...xxxxx..xx..x..	37	1	0	4.729231	XEW, ANUNCIOS DE CANAL	4.200000	INICIA PROGRAMA	4.169231	TERMINA PROGRAMA	1500	0	18.000000	xxxxxxx.x.x.xxxxx.x	37	1	0	4.729231	XEW, ANUNCIOS DE CANAL	4.200000	INICIA PROGRAMA	4.169231	TERMINA PROGRAMA	1500	0	18.000000	x.xxx.xx.xxxxxxx.xx	37	1	0	4.729231	XEW, ANUNCIOS DE CANAL	4.200000	INICIA PROGRAMA	4.169231	TERMINA PROGRAMA	1500	0	21.000000	/Generico_3/32_Producto	46	1	0	2.841685	INICIA PROGRAMA	2.814093	TERMINA PROGRAMA	2.064664	XEW, ANUNCIOS DE CANAL	100452	0
0.000000	NNNNNNNNNNNNNNNNNNN	2	0	63159	89.896795	N	6.083650	RE	1.466594	BA	7	0	0.000000	NNNNNNNNNNNNNNNNNNN	2	0	63159	89.896795	N	6.083650	RE	1.466594	BA	7	0	0.000000	NNNNNNNNNNNNNNNNNNN	2	0	63159	89.896795	N	6.083650	RE	1.466594	BA	7	0	0.000000	/Generico_3/16_Est	3	0	22579830	92.592908	N	3.875980	BA	1.245519	AR	64	0
5.000000	...................	14	6	17269	19.536570	NOVELAS	16.968008	SERIES	13.967862	INFANTILES	15	0	5.000000	NNNNNNNNNNNNNNNNNNN	14	0	17269	19.536570	NOVELAS	16.968008	SERIES	13.967862	INFANTILES	15	0	5.000000	NNNNNNNNNNNNNNNNNNN	14	0	17269	19.536570	NOVELAS	16.968008	SERIES	13.967862	INFANTILES	15	0	5.000000	/Generico_3/19_Genero	22	4	7310984	18.210789	NOVELAS	16.271742	SERIES	12.874850	PELICULAS	38	0
7.000000	...................	7	7	0	100.000000	DIRECTO					1	0	7.000000	...................	7	7	0	100.000000	DIRECTO					1	0	7.000000	...................	7	7	0	100.000000	DIRECTO					1	0	7.000000	/Generico_3/20_Holding	9	7	0	99.999996	DIRECTO	0.000004	COMERCIAL			2	0
30.000000	...................	31	31	1	100.000000	http://204.51.113.172/videosgt/					1	0	30.000000	...................	31	31	1	100.000000	http://204.51.113.172/videosgt/					1	0	30.000000	...................	31	31	1	100.000000	http://204.51.113.172/videosgt/					1	0	30.000000	/Generico_3/42_www1	31	3	167353	96.638457	http://204.51.113.172/videosgt/	3.329217	http://204.51.113.172/pe	0.006565	OESTE	12	0
9.000000	...................	19	5	0	75.727692	COMERCIAL	8.373846	INICIO FIN PROGRAMA	7.321538	LOGOS	12	0	9.000000	...................	19	5	0	75.727692	COMERCIAL	8.373846	INICIO FIN PROGRAMA	7.321538	LOGOS	12	0	9.000000	...................	19	5	0	75.727692	COMERCIAL	8.373846	INICIO FIN PROGRAMA	7.321538	LOGOS	12	0	9.000000	/Generico_3/2_Aviso	19	4	781767	78.422590	COMERCIAL	5.859425	INICIO FIN PROGRAMA	4.451066	Cuna	23	0
7.000000	...................	7	7	0	100.000000	01Ene07					1	0	7.000000	...................	7	7	0	100.000000	01Ene07					1	0	7.000000	...................	7	7	0	100.000000	01Ene07					1	0	6.000000	/Generico_3/26_Mes	7	5	0	2.238691	01Oct15	2.185353	01Jul15	2.181407	01Ago15	112	0
50.000000	x....xxxxxxx..xx.xx	53	18	0	4.729231	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	3.321538	http://204.51.113.172/videosgt/TV/DISCO/6946.wmv	2.686154	http://204.51.113.172/videosgt/CB/DISCO/33169.wmv	4526	0	50.000000	...................	52	18	0	4.729231	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	3.321538	http://204.51.113.172/videosgt/TV/DISCO/6946.wmv	2.686154	http://204.51.113.172/videosgt/CB/DISCO/33169.wmv	4526	0	50.000000	.....xx.xxxxxxxxxxx	52	18	0	4.729231	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	3.321538	http://204.51.113.172/videosgt/TV/DISCO/6946.wmv	2.686154	http://204.51.113.172/videosgt/CB/DISCO/33169.wmv	4526	0	50.000000	/Generico_3/9_Concatenar 1	54	15	76864	2.053225	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	1.687569	http://204.51.113.172/videosgt/TV/DISCO/13696.wmv	1.687294	http://204.51.113.172/videosgt/TV/DISCO/10555.wmv	1655681	0
0.000000	NNNNNNNNNNNNNNNNNNN	15	0	64333	61.319340	Prensa Libre	22.638681	Nuestro Diario	12.143928	Siglo Veintiuno	5	0	0.000000	NNNNNNNNNNNNNNNNNNN	15	0	64333	61.319340	Prensa Libre	22.638681	Nuestro Diario	12.143928	Siglo Veintiuno	5	0	0.000000	NNNNNNNNNNNNNNNNNNN	15	0	64333	61.319340	Prensa Libre	22.638681	Nuestro Diario	12.143928	Siglo Veintiuno	5	0	2.000000	/Generico_3/4_Cadena	30	0	18644386	26.424545	CLARO TV	24.972943	CONVERGENCE	8.299683	Eugua	109	0
8.000000	x.xx...............	37	1	0	17.893846	--	4.729231	XEW	3.944615	GUATEVISION	1140	0	8.000000	xxxx.xxx.xxxxx.x.xx	37	1	0	17.893846	--	4.729231	XEW	3.944615	GUATEVISION	1140	0	8.000000	.x..xxxx..x.x....x.	37	1	0	17.893846	--	4.729231	XEW	3.944615	GUATEVISION	1140	0	9.000000	/Generico_3/24_Marca	37	1	0	6.062550	--	4.282903	<MARCA NO ASIGNADA>	2.367854	XEW	28980	0
4.000000	...................	5	4	0	77.220000	.wmv	19.453846	.MP3	3.326154	.JPG	3	0	4.000000	...................	4	4	0	77.220000	.wmv	19.453846	.MP3	3.326154	.JPG	3	0	4.000000	...................	4	4	0	77.220000	.wmv	19.453846	.MP3	3.326154	.JPG	3	0	4.000000	/Generico_3/40_extencion	5	4	76864	67.139572	.wmv	26.610348	.MP3	3.337682	d.JPG	4	0
11.000000	...................	19	5	0	48.732308	TELEVISION NACIONAL	28.487692	CABLE	19.453846	RADIO	4	0	11.000000	...................	19	5	0	48.732308	TELEVISION NACIONAL	28.487692	CABLE	19.453846	RADIO	4	0	11.000000	...................	19	5	0	48.732308	TELEVISION NACIONAL	28.487692	CABLE	19.453846	RADIO	4	0	11.000000	/Generico_3/25_Medio	19	5	0	45.547277	TELEVISION NACIONAL	26.609690	RADIO	21.591901	CABLE	7	0
15.000000	..x................	40	5	0	48.496923	COMUNICACIONES	10.067692	ENTRETENIMIENTO	8.447692	HOGAR Y ALIMENTACION	19	0	15.000000	...................	40	5	0	48.496923	COMUNICACIONES	10.067692	ENTRETENIMIENTO	8.447692	HOGAR Y ALIMENTACION	19	0	15.000000	...........x.x.....	40	5	0	48.496923	COMUNICACIONES	10.067692	ENTRETENIMIENTO	8.447692	HOGAR Y ALIMENTACION	19	0	15.000000	/Generico_3/34_Sector	40	5	0	39.647897	COMUNICACIONES	17.821937	HOGAR Y ALIMENTACION	9.669100	SALUD	20	0
8.000000	.....x..x.xx.x.xxx.	15	3	0	11.873846	CANAL 7	10.629231	CANAL 13	10.132308	CANAL 3	52	0	8.000000	.......x...........	15	3	0	11.873846	CANAL 7	10.629231	CANAL 13	10.132308	CANAL 3	52	0	8.000000	..x................	15	3	0	11.873846	CANAL 7	10.629231	CANAL 13	10.132308	CANAL 3	52	0	9.000000	/Generico_3/39_Vehiculo	23	2	0	10.165832	CANAL 7	9.183273	CANAL 13	8.453694	CANAL 3	174	0
45.000000	xxxxxxx.x.xx....xxx	85	3	0	4.729231	CANAL XEW.	4.169231	TERMINA PROGRAMA	3.720000	INICIA PROGRAMA.	3008	0	45.000000	...................	85	3	0	4.729231	CANAL XEW.	4.169231	TERMINA PROGRAMA	3.720000	INICIA PROGRAMA.	3008	0	45.000000	xxxxxxxxx.xxx.x.xx.	85	3	0	4.729231	CANAL XEW.	4.169231	TERMINA PROGRAMA	3.720000	INICIA PROGRAMA.	3008	0	50.000000	/Generico_3/31_PrimeraLinea	90	1	12	2.814095	TERMINA PROGRAMA	2.529535	INICIA PROGRAMA.	2.064665	CANAL XEW.	382112	0
68.000000	xxxxxxx.....x......	73	65	0	4.729231	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA//DISCO/33017.wmv	3.321538	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/6946.wmv	2.686154	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA//DISCO/33169.wmv	4525	0	68.000000	xxxxxxxxxxx.x.x.xx.	73	65	0	4.729231	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA//DISCO/33017.wmv	3.321538	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/6946.wmv	2.686154	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA//DISCO/33169.wmv	4525	0	68.000000	..........x..x..x..	73	65	0	4.729231	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA//DISCO/33017.wmv	3.321538	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/6946.wmv	2.686154	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA//DISCO/33169.wmv	4525	0	69.000000	/Generico_3/10_Concatenar 2	77	44	76864	2.053225	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA//DISCO/33017.wmv	1.687569	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/13696.wmv	1.687294	ftp://spotsftpgua:Ftpgu4t3m4l4@181.48.50.21/TV_GUA/DISCO/10555.wmv	1655663	0
2.000000	...................	2	2	0	48.732308	TV	28.487692	CB	19.453846	RD	4	0	2.000000	...................	2	2	0	48.732308	TV	28.487692	CB	19.453846	RD	4	0	2.000000	...................	2	2	0	48.732308	TV	28.487692	CB	19.453846	RD	4	0	1.000000	/Generico_3/41_medio2	2	2	854340	47.125267	TV	27.529382	RD	22.333085	CB	5	0
0.000000	NNNNNNNNNNNNNNNNNNN	1	0	62838	77.104533	M	22.895467	P			2	0	0.000000	NNNNNNNNNNNNNNNNNNN	1	0	62838	77.104533	M	22.895467	P			2	0	0.000000	NNNNNNNNNNNNNNNNNNN	1	0	62838	77.104533	M	22.895467	P			2	0	0.000000	/Generico_3/37_Unidad	1	0	22713901	78.541073	M	21.458927	P			2	0
23.000000	...................	39	6	0	44.787692	RADIO Y TELE TRANSMISIONES	5.786154	PRODUCTOS FARMACEUTICOS	4.236923	ORGANISMOS DEL ESTADO	78	0	23.000000	.xxxxx..x.xx.xx.x..	39	6	0	44.787692	RADIO Y TELE TRANSMISIONES	5.786154	PRODUCTOS FARMACEUTICOS	4.236923	ORGANISMOS DEL ESTADO	78	0	23.000000	.x.......x........x	39	6	0	44.787692	RADIO Y TELE TRANSMISIONES	5.786154	PRODUCTOS FARMACEUTICOS	4.236923	ORGANISMOS DEL ESTADO	78	0	23.000000	/Generico_3/36_Subsector	41	6	0	33.102584	RADIO Y TELE TRANSMISIONES	6.669960	PRODUCTOS FARMACEUTICOS	5.209085	CUIDADO PERSONAL	134	0
50.000000	x.xxxxx.xxxxxx.xxxx	52	18	0	4.729231	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	3.778462	http://204.51.113.172/videosgt/CB/DISCO/33138.wmv	3.358462	http://204.51.113.172/videosgt/TV/DISCO/6946.wmv	4334	0	50.000000	.x.x.x..x..xxxx.xx.	52	18	0	4.729231	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	3.778462	http://204.51.113.172/videosgt/CB/DISCO/33138.wmv	3.358462	http://204.51.113.172/videosgt/TV/DISCO/6946.wmv	4334	0	50.000000	..............xxx..	52	18	0	4.729231	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	3.778462	http://204.51.113.172/videosgt/CB/DISCO/33138.wmv	3.358462	http://204.51.113.172/videosgt/TV/DISCO/6946.wmv	4334	0	50.000000	/Generico_1/38_VER ANUNCIO	54	15	76864	2.279612	http://204.51.113.172/videosgt/CB/DISCO/33017.wmv	1.852135	http://204.51.113.172/videosgt/TV/DISCO/13696.wmv	1.851829	http://204.51.113.172/videosgt/TV/DISCO/10555.wmv	1580355	0
0.000000	NNNNNNNNNNNNNNNNNNN	15	0	64365	61.417323	Prensa Libre	23.149606	Nuestro Diario	11.496063	Siglo Veintiuno	5	0	0.000000	NNNNNNNNNNNNNNNNNNN	15	0	64365	61.417323	Prensa Libre	23.149606	Nuestro Diario	11.496063	Siglo Veintiuno	5	0	0.000000	NNNNNNNNNNNNNNNNNNN	15	0	64365	61.417323	Prensa Libre	23.149606	Nuestro Diario	11.496063	Siglo Veintiuno	5	0	0.000000	/Generico_1/6_Circulacion	21	0	19492400	19.018995	OESTE	17.967984	ESTE	15.664680	Prensa Libre	38	0
9.000000	.xxx..xx....x...x..	37	2	0	9.795385	--	4.729231	XEW	4.167692	GUATEVISION	1035	0	9.000000	..x...........x....	37	2	0	9.795385	--	4.729231	XEW	4.167692	GUATEVISION	1035	0	9.000000	...................	37	2	0	9.795385	--	4.729231	XEW	4.167692	GUATEVISION	1035	0	10.000000	/Generico_1/1_Anunciante	37	2	10	6.617809	--	2.441996	GUATEVISION	2.291901	XEW	25835	0
14.000000	xxxxxxxxx...xxxxx.x	42	3	0	5.390769	CORTE	5.161538	FRANJA MUSICAL	2.223077	PELICULA	629	0	14.000000	...xxxxx.x.xx...xxx	42	3	0	5.390769	CORTE	5.161538	FRANJA MUSICAL	2.223077	PELICULA	629	0	14.000000	xxxxxxxxxxxxxxxxxxx	80	3	0	5.390769	CORTE	5.161538	FRANJA MUSICAL	2.223077	PELICULA	629	0	19.000000	/Generico_1/35_Soporte	84	2	2	4.688384	CORTE	1.139573	NOTI7 MATUTINO	1.027095	VIVA LA MA�ANA	35976	0
22.000000	.x.x.x.xx.x.x.x...x	46	3	0	40.647692	PROGRAMAS TELEVISIVOS	2.621538	LOTERIAS, JUEGOS, AZAR Y RIFAS, POR TELEFONO	2.616923	RADIOEMISORAS	279	0	22.000000	...................	46	3	0	40.647692	PROGRAMAS TELEVISIVOS	2.621538	LOTERIAS, JUEGOS, AZAR Y RIFAS, POR TELEFONO	2.616923	RADIOEMISORAS	279	0	22.000000	.x...x......xx.x.x.	46	3	0	40.647692	PROGRAMAS TELEVISIVOS	2.621538	LOTERIAS, JUEGOS, AZAR Y RIFAS, POR TELEFONO	2.616923	RADIOEMISORAS	279	0	22.000000	/Generico_1/5_Categoria	47	3	0	28.077065	PROGRAMAS TELEVISIVOS	2.844393	RADIOEMISORAS	1.935618	TELEFONIA MOVIL CON ACCESO A INTERNET	508	0
9.000000	NNNNNNNNNNNNNNNNNNN	25	0	32781	31.475216	Early: 12:00 A 18:00	30.333033	Day: 06:00 A 12:00	24.771098	Prime: 18:00 A 22:30	5	0	9.000000	NNNNNNNNNNNNNNNNNNN	25	0	32781	31.475216	Early: 12:00 A 18:00	30.333033	Day: 06:00 A 12:00	24.771098	Prime: 18:00 A 22:30	5	0	9.000000	NNNNNNNNNNNNNNNNNNN	25	0	32781	31.475216	Early: 12:00 A 18:00	30.333033	Day: 06:00 A 12:00	24.771098	Prime: 18:00 A 22:30	5	0	9.000000	/Generico_1/18_Franja	25	0	10832553	32.448616	Early: 12:00 A 18:00	28.562610	Day: 06:00 A 12:00	26.767048	Prime: 18:00 A 22:30	5	0
